Supplier Name,Exchange:Ticker Symbol,Customer Name,Entity,Relationship Type,Primary Industry,Source,Business Description
Azira LLC,-,Ford Motor Company (NYSE:F),"Self
                         ",Supplier,Application Software,Azira LLC 2023 Form S-1,"Azira LLC operates as a cloud-based data intelligence platform in Australia, France, India, Japan, Singapore, the United Kingdom, the United States, the United Arab Emirates, and internationally. The company offers Allspark, a marketing intelligence product, which enables data-driven segmentation and activation for marketing intelligence; Pinnacle, an operational intelligence product that enables customers to focus on consumer behavior in and around places, such as restaurants, retail locations, and tourist attractions; and Vista, which enables marketing, consumer insights, and operational departments to use the same shared source of data intelligence. It also provides Engage, which focuses on the flighting and delivery of the campaign to the correct audience; and Compass that measures the effectiveness of the campaign. The company provide its services to retail, restaurants, automotive, real estate, media and technology, government, financial service, travel, and tourism. Azira LLC was formerly known as Near Intelligence, Inc. Azira LLC was founded in 2012 and is headquartered in Pasadena, California. On December 8, 2023, Azira LLC, along with its affiliates, filed a voluntary petition for reorganization under Chapter 11 in the U.S. Bankruptcy Court for the District of Delaware. The plan was later approved as Chapter 11 liquidation on March 15, 2024.`1"
Bajaj HealthCare Limited (BSE:539872),BSE:539872,Lincoln Motor Company,"Subsidiary/Investment
                         ",Supplier,Pharmaceuticals,Bajaj HealthCare Limited (BSE:539872) 9/7/ Form Doc,"Bajaj HealthCare Limited, a pharmaceutical company, develops, manufactures, markets, and sells active pharmaceutical ingredient, intermediates, and finished dosage forms and nutraceuticals for pharmaceutical, nutraceuticals, and food industries in India and internationally. The company offers active pharmaceutical ingredient in various therapeutic categories, including anti-diabetic, antibiotic, antiviral, antiplatelet, antifungal, iron-chelating agent, anticonvulsant, growth stimulant, non-steroidal anti-inflammatory drugs, antihypertensive, anthelmintics, anti-asthmatic, antioxidant, urinary tract infection, anti-histamine, weight reducing, venous disease, antimalarial, vitamin c, disinfectant/ antiseptic, stimulant, lipotropic agents, nootropic, vasoprotective/antihemorrhagic, cardiovascular agents, food supplements, anti-anemic, amino acids, antiasthmatic / bronchodilator, nutritional supplement, and minerals. It provides intermediates, such as guanine, 3-methyl xanthine, bromoethyl theophylline, calcium phosphoryl choline chloride, 4-hydrazinobenzoic acid, ticagrelor acetonide, 4,7-dichloroquinolone, 5-[N-ethyl-N-(2-hydroxyethyl)amino]-2-aminopentane, 2-amino -4-hydroxyacetophenone, 8- chloro theophylline, 8 bromo-3-methyl xanthine, 3-methyl-7-(2-butyn-1-yl)-8-bromo xanthine, (S)-1-(2-chloroacetyl)pyrrolidine-2-carbonitrile, 3 – amino – 1 – adamantanol, N – boc -sitagliptin, sitagliptin base, hesperidine, (2,7-dichlori-9H-fluorene), (2-Chloro-1-(2,7- dichlori-9H-fluoren-4-yl)ethanone), (2-(dibutylamino)-1-(2, 7- dichlori-9H-fluoren-4-yl)ethanol), (2-Nitro-4-thiocyanoaniline), 4- (propylthio) benzene -1,2-diamine, methyl [(E)amino(methylsulfanyl)methylidene] carbamate, and (2-phenoxy methane sulphonamide). In addition, the company offers formulations in the form of tablets, capsules, sachets, and vials, as well as impurities. Bajaj HealthCare Limited was incorporated in 1993 and is based in Thane, India."
"Bethel Automotive Safety Systems Co., Ltd (SHSE:603596)",SHSE:603596,Ford Motor Company (NYSE:F),"Self
                         ",Supplier,Automotive Parts and Equipment,"Bethel Automotive Safety Systems Co., Ltd (SHSE:603596) - Form ","Bethel Automotive Safety Systems Co., Ltd develops, manufactures, and sells automotive safety systems and advanced driver assistance systems in China. The company offers disc brake module, fixed caliper, integrated parking brake, foundation brake, booster, light weight products, aluminum knuckle, aluminum control arm, and aluminum wishbone; aluminum steering knuckle; aluminum caliper, and steering system. It also offers wire-controlled brake system, advanced driver assistance system, PLG double cylinder, single cylinder, EPB double caliper assembly, EPB caliper assembly, ESC, and EPS. Bethel Automotive Safety Systems Co., Ltd was founded in 2004 and is based in Wuhu, China."
"Bohai Automotive Systems CO., LTD. (SHSE:600960)",SHSE:600960,Ford Motor (China) Limited,"Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,"Bohai Automotive Systems CO., LTD. (SHSE:600960) - Form Doc","Bohai Automotive Systems CO., LTD. manufactures and sells various pistons in China and internationally. Its piston products are used in passenger and commercial, engineering, marine, agriculture, general motor, and other vehicles. The company also offers aluminium, mono-forged-steel, laser remelting, and pressure casting pistons, as well as piston kits. The company was formerly known as Shandong Binzhou Bohai Piston Co., Ltd. and changed its name to Bohai Automotive Systems CO., LTD. in October 2017. Bohai Automotive Systems CO., LTD. was founded in 1999 and is headquartered in Binzhou, China."
BorgWarner Inc. (NYSE:BWA),NYSE:BWA,Ford Motor Company (NYSE:F),"Self
                         ",Supplier,Automotive Parts and Equipment,BorgWarner Inc. (NYSE:BWA) 2024 Form 10-K,"BorgWarner Inc., together with its subsidiaries, provides solutions for combustion, hybrid, and electric vehicles worldwide. It offers turbochargers, eBoosters, eTurbos, timing systems, emissions systems, thermal systems, gasoline ignition technology, smart remote actuators, powertrain sensors, cabin heaters, battery modules and systems, battery heaters, and battery charging. The company provides power electronics, control modules, software, friction, and mechanical products for automatic transmissions and torque-management products. It sells its products to original equipment manufacturers of light vehicles, which comprise passenger cars, sport-utility vehicles, vans, and light trucks; commercial vehicles, including medium-duty and heavy-duty trucks, and buses; and off-highway vehicles, such as agricultural and construction machinery, and marine applications, as well as to tier one vehicle systems suppliers and the aftermarket for light, commercial, and off-highway vehicles. The company was formerly known as Borg-Warner Automotive, Inc. BorgWarner Inc. was incorporated in 1987 and is headquartered in Auburn Hills, Michigan."
Bulten AB (publ) (OM:BULTEN),OM:BULTEN,Hedin Motor Company AB,"Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,Bulten AB (publ) (OM:BULTEN) - Form Doc,"Bulten AB (publ), together with its subsidiaries, manufactures and distributes fasteners and related services and solutions for light vehicles, heavy commercial vehicles, automotive suppliers, consumer electronics, and other industries in Sweden, Poland, Germany, the United Kingdom, rest of Europe, the United States, China, Taiwan, and internationally. It offers sems-fasteners, thread forming screws, miniature fasteners, screws for plastics, inserts for plastics, compression limiters, self-aligning screws, fasteners with patches, weld fasteners, clinch type fasteners, various metal locking fasteners, special automotive fasteners, functional fasteners, cold forged parts, customized fastener solutions, and nuts, as well as Flangeform, a fastener system for thin sheet metals. The company was formerly known as FinnvedenBulten AB (publ) and changed its name to Bulten AB (publ) in September 2014. Bulten AB (publ) was founded in 1873 and is headquartered in Gothenburg, Sweden."
"Camel Group Co., Ltd. (SHSE:601311)",SHSE:601311,Ford Motor Company (NYSE:F),"Self
                         ",Supplier,Electrical Components and Equipment,"Camel Group Co., Ltd. (SHSE:601311) - Form ","Camel Group Co., Ltd. manufactures and sells green lead-acid and new energy lithium-ion batteries in Asia. It offers batteries for automotive, heavy commercial vehicle, golf carts, marine, and electric forklifts; and energy storage systems. The company sells its products under the Camel, Camel Energy, Hitec, and DF name. Camel Group Co., Ltd. was founded in 1980 and is headquartered in Xiangyang, China."
Carbon Revolution Public Limited Company (NasdaqGM:CREV),NasdaqGM:CREV,Ford Motor Company (NYSE:F),"Self
                         ",Supplier,Automotive Parts and Equipment,Carbon Revolution Public Limited Company (NasdaqGM:CREV) 2023 Form Doc,"Carbon Revolution Public Limited Company manufactures and sells carbon fibre wheels to original equipment vehicle manufacturers for the automotive industry worldwide. It also provides associated engineering services; and sells tools. The company was founded in 2007 and is based in Dublin, Ireland."
"Cayman Engley Industrial Co., Ltd. (TWSE:2239)",TWSE:2239,Ford Motor Company (NYSE:F),"Self
                         ",Supplier,Automotive Parts and Equipment,"Cayman Engley Industrial Co., Ltd. (TWSE:2239) 2024 Form Doc","Cayman Engley Industrial Co., Ltd. produces and sells automobile parts in China and internationally. The company offers stamping products, hot-pressed products, mold designs, and manufacturing and related technical consulting services. It also engages in the development and manufacture of soft robot software; and general investment activities. Cayman Engley Industrial Co., Ltd. was founded in 1991 and is based in Grand Cayman, Cayman Islands."
Cerence Inc. (NasdaqGS:CRNC),NasdaqGS:CRNC,Ford Motor Company (NYSE:F),"Self
                         ",Supplier,Application Software,Cerence Inc. (NasdaqGS:CRNC) 2023 Form 10-K,"Cerence Inc. provides AI powered virtual assistants for the mobility/transportation market in United States, Other Americas, Germany, Europe, Middle East, Africa, Japan, and Other Asia-Pacific. The company offers edge software components, cloud-connected components, virtual assistant coexistence, and professional services. It also provides conversational artificial intelligence-based solutions, including speech recognition, natural language understanding, speech signal enhancement, text-to-speech, and acoustic modeling technology. Cerence Inc. is headquartered in Burlington, Massachusetts."
"Changan Minsheng APLL Logistics Co., Ltd. (SEHK:1292)",SEHK:1292,"Changan Ford Automobile Corporation, Ltd.","Subsidiary/Investment
                         ",Supplier,Air Freight and Logistics,"Changan Minsheng APLL Logistics Co., Ltd. (SEHK:1292) 2024 Form Doc","Changan Minsheng APLL Logistics Co., Ltd., together with its subsidiaries, provides supply chain management services for automobiles and automobile raw materials, components, and parts in Mainland China. The company is involved in the integrated transportation of domestic and foreign spare parts; transportation of bulk cargo and large equipment; provision of suppliers warehouse management, production-distribution, modular subpackage, commercial vehicle warehouse management and shipment, after-sales parts warehouse and shipment, bonded warehousing, logistics solution designing, logistics advisory and training, and other services; and packaging of knocked down kits, as well as non-automobile commodities transportation services. It also engages in the sale of packaging materials, as well as tires assembling services. The company was formerly known as CMA Logistics Co., Ltd. and changed its name to Changan Minsheng APLL Logistics Co., Ltd. in December 2006. Changan Minsheng APLL Logistics Co., Ltd. was incorporated in 2001 and is headquartered in Hong Kong, Hong Kong."
"Changshu Tongrun Auto Accessory Co., Ltd. (SHSE:603201)",SHSE:603201,Ford Motor Company (NYSE:F),"Self
                         ",Supplier,Industrial Machinery and Supplies and Components,"Changshu Tongrun Auto Accessory Co., Ltd. (SHSE:603201) - Form Doc","Changshu Tongrun Auto Accessory Co., Ltd. engages in the research, development, manufacture, and sale of various hydraulic jacks. The company provides commercial jacks, hydraulic bottle jacks, and auto and service jacks; professional auto maintenance equipment; car lifting tools; and automobile lifting equipment. It offers its products under the BIGRED, BLACK JACK, TCE, YELLOW JACKET, and ROAD DAWG brand names. The company was founded in 1954 and is headquartered in Changshu, China."
"China Automotive Systems, Inc. (NasdaqCM:CAAS)",NasdaqCM:CAAS,Ford Motor Company (NYSE:F),"Self
                         ",Supplier,Automotive Parts and Equipment,"China Automotive Systems, Inc. (NasdaqCM:CAAS) 2024 Form 10-K","China Automotive Systems, Inc., through its subsidiaries, manufactures and sells automotive systems and components in the People’s Republic of China, the United States, and internationally. It produces rack and pinion power steering gears for cars and light-duty vehicles; integral power steering gears for heavy-duty vehicles; power steering parts for light duty vehicles; sensor modules; automobile steering systems and columns; and automobile electronics and systems and parts. The company also offers automotive motors and electromechanical integrated systems; polymer materials; and intelligent automotive technology research and development services. In addition, it provides after sales services, and research and development support services; and inspection and testing of automotive products, as well as markets automotive parts in North America. The company primarily sells its products to the original equipment manufacturing customers. China Automotive Systems, Inc. is headquartered in Jingzhou, the People’s Republic of China."
"China Metal Products Co., Ltd. (TWSE:1532)",TWSE:1532,Ford Motor Company (NYSE:F),"Self
                         ",Supplier,Steel,"China Metal Products Co., Ltd. (TWSE:1532) 2024 Form Doc","China Metal Products Co., Ltd. engages in the manufacture and sale of cast iron products in Taiwan, the United States, Japan, China, Europe, South America, and internationally. It operates in three segments: Metal Manufacturing, Real Estate Development, and Lifestyle Innovation. The company designs, develops, manufactures, and sells vehicle and machinery parts; retails auto parts; and offers management and consulting services. It also develops and leases resident, commercial buildings, and factories; and operates hotels under the Hotel National and Splendor Hotel Taichung names, as well as amusement park under the Shangrila Paradise name. In addition, the company operates Park Lane by CMP and Park Lane by Splendor lifestyle shopping malls; and foundation for arts and culture. Further, it develops, manufactures, and sells farm and industrial wagon parts; and household appliances parts, as well as provides after sales services. China Metal Products Co., Ltd. was founded in 1972 and is based in Taipei City, Taiwan."
China XD Plastics Company Limited,-,Ford Motor Company (NYSE:F),"Self
                         ",Supplier,Automotive Parts and Equipment,China XD Plastics Company Limited 2021 Form 10-K,"China XD Plastics Company Limited, together with its subsidiaries, engages in the research, development, manufacture, and sale of modified plastics primarily for automotive applications in the People’s Republic of China, and Dubai, the United Arab Emirates. Its modified plastics are used to fabricate various auto components, including exteriors consisting of automobile bumpers, rearview and sideview mirrors, and license plate parts; interiors, such as door panels, steering wheels, dashboards, glove compartments, and safety belt components; and functional components comprising air conditioner casings, heating and ventilation casings, engine covers, and air ducts. The company also offers engineered plastics and environment-friendly plastics for use in oilfield equipment, mining equipment, vessel propulsion systems, and power station equipment; and polymer composite materials. Its products are also used in high-speed railways, airplanes, ships, and electronic appliances. The company sells its products through distributors, as well as directly to end customers. China XD Plastics Company Limited was founded in 1985 and is headquartered in Harbin, the People’s Republic of China."
Chongqing Changan Automobile Company Limited (SZSE:000625),SZSE:000625,"Changan Ford Automobile Corporation, Ltd.","Subsidiary/Investment
                         ",Supplier,Automobile Manufacturers,Chongqing Changan Automobile Company Limited (SZSE:000625) - Form Doc,"Chongqing Changan Automobile Company Limited, together with its subsidiaries, manufactures and sells automobiles, automobile engines, and supporting parts in the People’s Republic of China. The company products include passenger vehicles, SUVs, electric vehicles, and commercial vehicles. It offers its products under the Changan, Deepal, Avatr, NEVO, Lumin, Kaicheng, Changan Ford, and Changan Mazda brands. It also provides mobility, car services, battery swapping, and auto finance services. The company was founded in 1996 and is headquartered in Chongqing, the People's Republic of China."
CIE Automotive India Limited (BSE:532756),BSE:532756,Ford Motor Company (NYSE:F),"Self
                         ",Supplier,Automotive Parts and Equipment,CIE Automotive India Limited (BSE:532756) 5/23 Form Doc,"CIE Automotive India Limited produces and sells automotive components to original equipment manufacturers and other customers in India, Europe, and internationally. It offers forgings, such as crankshafts, CV joints, knuckles, diff crowns, and spindles; gears, including gears and shafts, e-drive components, flanges/end yokes, and clutch hubs; composites comprising front lid, wind shield-electric-3WH, electric box top tray, crash-shields fuel tanks, and front bumper; and crankcase, pump housing, turbo cover, and brake panel aluminum products. The company also provides iron castings, such as differential, turbine, and axle housings, as well as gear carriers; hard and soft magnets; and stampings, including chassis and structural parts, BIW panels and assemblies, cross car beam, safety assemblies, and fuel tanks. In addition, it offers stub axle as forged and machined, steering shaft, wheel hubs, steering yokes, constant velocity joints, steel metal stamping, components and assemblies; turbo chargers housing; axle and transmission parts; and engine gear, timing gear, and drive shafts. The company provides its products for use in cars, utility vehicles, light commercial vehicles, tractors, medium and heavy commercial vehicles, off road vehicles, and two-wheelers. The company was formerly known as Mahindra CIE Automotive Limited and changed its name to CIE Automotive India Limited in June 2023. The company was incorporated in 1999 and is based in Pune, India. CIE Automotive India Limited is a subsidiary of Participaciones Internacionales Autometal, Dos S.L."
"CIE Automotive, S.A. (BME:CIE)",BME:CIE,Ford Motor Company (NYSE:F),"Self
                         ",Supplier,Automotive Parts and Equipment,"CIE Automotive, S.A. (BME:CIE) - Form Doc","CIE Automotive, S.A. designs, manufactures, and sells automotive components and sub-assemblies worldwide. The company offers roof systems, including opening roof, shading, and glazing systems; BIW, chassis, and steering products, such as body in white, hubs, outer rings and spindles, steering column brackets, EPS main housings and components, steering nuts, airbag frames, steering housings, brake boosters, steering column tubes, rear axles, and seat structures; and exterior/interior trim products comprising arm rests, storage compartments, central consoles, ashtrays, glove compartments, in mold decorations, trim parts, emblems, rear-view mirrors, crossbeams, and front covers. It also provides axle beams and spindles, brake camshafts, axle shafts, rear axle assemblies, pistons, levers, air suspension brackets, spindles, stabilizer bars, and sector shafts; and engine products, including crankshafts, crankshaft caps, diesel and gasoline common rails, ladder frames, camshaft covers and bearings, camshaft bearings housings, valve guides, brackets, exhaust air duct tubes, air tanks, and oil pans. In addition, the company offers transmission and gearbox products, such as mechanical and gearbox housings, clutch and transmission housings, pistons, gearbox components and oil pans, differential cases, planetary carriers, flanges, axle shafts, CVT and hybrid components, crowns, and forging parts for CV-joints. It offers its products to original equipment manufacturers and Tier-1 suppliers. CIE Automotive, S.A. was founded in 1996 and is headquartered in Bilbao, Spain."
"CITIC Dicastal Co., Ltd.",-,Ford Motor Company (NYSE:F),"Self
                         ",Supplier,Automotive Parts and Equipment,CITIC Limited (SEHK:267) - Form Doc,"CITIC Dicastal Co., Ltd. manufactures and supplies aluminum wheels and chassis components for the automobile industry. The company provides casting, forging, and spinning services for wheels. It offers its products in Europe, North America, Japan, South Korea, and Australia. CITIC Dicastal Co., Ltd. was formerly known as Daika Wheel Manufacturing Co., Ltd and changed its name to CITIC Dicastal Co., Ltd. in August 2012. The company was founded in 1988 and is based in Qinhuangdao, China with production bases in China, North America, Europe, and Africa; and a technical center in Japan."
